t_departure t_arrival
6536471 6632316
3372670 3403034
5507234 5538036
6610063 6682214
6084765 6142139
3361322 3394188
6117807 6147077
2425524 2459953
8134384 8236765
4440910 4530502
7832301 7870652
2882634 2942981
4070897 4130988
2259104 2317143
6218576 6281254
2427157 2481238
5741030 5817997
3338849 3415658
3091669 3125690
3232610 3278335
6761969 6880429
4875599 4944478
6306871 6374135
6276353 6341353
3159527 3191583
6074232 6105026
6837114 6894018
7134865 7174889
5534066 5603187
2770716 2836734
7640369 7671743
2428930 2482443
2413783 2454415
6387314 6427527
5865535 5895880
5470977 5516161
3172102 3224796
4592125 4646971
2930544 3006086
6805152 6881774
7861666 7911845
6663977 6731624
6352913 6393994
2465372 2504946
3905767 3960951
5769325 5856626
7052506 7134003
4148033 4192760
4117137 4159204
6131613 6200750
6777950 6820279
2475984 2519591
2417482 2465048
6841444 6905544
5613456 5653246
4480213 4584735
3978283 4010729
5827283 5897917
2297650 2334549
5890641 5926670
8125765 8186846
4591787 4676945
6285998 6338284
6458072 6557300
7356217 7400713
2592993 2663270
4096266 4137889
2389094 2459858
6475077 6504539
2960495 3079077
4109495 4136783
6896265 6936986
2733944 2774882
2521536 2600256
6142995 6201111
4960590 5007272
3129284 3227945
2429193 2494480
6591974 6654288
5547081 5584984
6384313 6420131
2928620 2978165
1309760 1342889
3942488 3987612
5150899 5199778
3853595 3883758
5421403 5484842
3273004 3335771
3434811 3527018
7911398 8021025
7319495 7395912
2871082 2957240
6189218 6273402
2664676 2715677
6274732 6306440
2394680 2458666
3597607 3656545
2697960 2829380
5822098 5883952
6708749 6768508
2591345 2654088
2795570 2856604
6835601 6886943
2517428 2567911
7496191 7554597
2965644 2997636
4517238 4585308
5617958 5737358
8031476 8106839
5500581 5568970
5243084 5280489
5863643 5913720
7571588 7624179
6356735 6409284
3104978 3161289
6951381 6984784
2719963 2779213
6580991 6639057
3533879 3588029
5642138 5729793
4769197 4826246
3025919 3106241
6520693 6610574
2253902 2342523
4568152 4623865
3144286 3214298
5297161 5330187
4880599 4928471
8319365 8386606
2843078 2903701
6474837 6539155
2684701 2749119
5961269 6026149
5238151 5330743
6220489 6280702
6901707 6963698
2780990 2842779
3431684 3510145
2234623 2282341
5439209 5486505
7703850 7763806
6753310 6793893
2193518 2288797
4473330 4567871
6764496 6816409
2960582 3011823
3582535 3641692
5091468 5136397
4131219 4176733
3218069 3252792
6897913 6930053
2707755 2745828
2772777 2825813
6710935 6763877
2961156 3055109
3358054 3424133
5706757 5771353
5966843 6038737
5116729 5156311
5804688 5844107
5189860 5231457
4745328 4810261
3288232 3361506
6243315 6296074
3381482 3429093
2484881 2544884
5491792 5550966
3710313 3791258
7926683 7995515
2244065 2324464
2352660 2453447
3085262 3171187
8445551 8484549
5415516 5464766
2885535 2935400
2781014 2875484
5762344 5855840
2695803 2743740
6531598 6573562
2613439 2654595
2532804 2615911
5414463 5498698
3965403 4008865
6554086 6631669
4502093 4568774
2817569 2868950
6344124 6400550
5004225 5079012
4939340 5000751
6468683 6559691
3639089 3687864
7060444 7134306
6506764 6566000
2969479 3028593
3241749 3283657
6740776 6772322
6242981 6358335
2705490 2794380
6164777 6252413
7796112 7908000
3617222 3722356
2536606 2600400
1905830 1988859
2717509 2773282
4130088 4161604
5208147 5284379
5925195 6054544
3112324 3172912
2790515 2815976
5669868 5700480
2718583 2774503
2404234 2457122
5528239 5589036
3238347 3298235
6570198 6609817
5136111 5173260
608443 661135
6707620 6737108
5750846 5844988
3006665 3093734
6889920 6930699
4539299 4573356
2601052 2658393
5892948 5952510
7717784 7805266
2449047 2519696
6465518 6535503
2878456 2912160
5741035 5776683
2674397 2739046
3240815 3298084
5520579 5577879
6911818 6966983
2528870 2588380
2155903 2200324
5121229 5206852
2824607 2854293
2914862 2956349
6280672 6322755
6200686 6236266
2499324 2534876
5938522 6010314
2223957 2296479
5842193 5890468
5498464 5550219
2568806 2620290
6093909 6163501
2921805 2976628
4507186 4557161
6784569 6865026
2907210 2987500
6037323 6095826
4850604 4930328
2671350 2718969
6527778 6578538
4762261 4831495
2580018 2625325
5400061 5445632
3347330 3384035
6640015 6683538
6976942 7042177
2508738 2592796
6845538 6878840
2913572 2945730
3277653 3351066
5366157 5454991
3760861 3796110
3734373 3790852
4564445 4633471
4237526 4294880
6801437 6873156
8450704 8530892
5707706 5751847
2211874 2256563
5187114 5225063
2758107 2813745
4876727 4940107
3758659 3903943
6758067 6870375
3399468 3501552
2845877 2908970
6712213 6775144
2971109 3022618
5778830 5831343
3844113 3910355
3141655 3190678
2635297 2687639
3075316 3142183
5901885 5965984
7567425 7623818
3995768 4051001
2745739 2798233
6330862 6385120
1107226 1185464
3262891 3356076
2330786 2396083
2879883 2974150
2360509 2429541
5477435 5549135
4541731 4597589
2934145 2989693
1178806 1275430
3485351 3531020
2994163 3052636
5906538 5951668
4408956 4447373
3349835 3425282
3377954 3466147
5998648 6086079
6514857 6585414
3851679 3914481
3018964 3060726
6089638 6130393
4753262 4828834
5602797 5633142
5269497 5307439
7321886 7434479
6253523 6312422
2955230 3015304
4596988 4649425
7248248 7279929
2336614 2386155
3640056 3746075
3903210 4003257
2788410 2817172
3390107 3464450
4704875 4778310
3243792 3296647
6773102 6833430
2223935 2285799
3620435 3679570
3397862 3428670
6395852 6473782
5875337 5907526
3053813 3089380
2254583 2345441
2227088 2295237
5618663 5640740
4831955 4892022
6071544 6131759
7353206 7416988
3473959 3505292
5400358 5440050
2677084 2716528
3953951 4008139
6002012 6082655
2691244 2757376
5711833 5778574
5331608 5378550
2614849 2663414
6518013 6564882
6301566 6361836
7832532 7901424
6219508 6297036
4226281 4289461
2907919 2964686
5834589 5889336
7375088 7479107
3359879 3423669
5665113 5727447
5950294 6013423
7131130 7223439
5414474 5475541
6509374 6562367
2580981 2639010
2503871 2544862
6421746 6463415
2296490 2387142
3659060 3711091
3314395 3382070
7102399 7147216
5523319 5555365
2628551 2660302
8149549 8191023
6595294 6656559
2587248 2621377
6641602 6690996
7837064 7949194
2178897 2301257
7853795 7929738
7325656 7409607
1926612 1978730
6536285 6614430
2998523 3077053
2764447 2827438
6650447 6734497
5355898 5413285
4347860 4386296
2353183 2428635
2326913 2372979
5883657 5928583
2462643 2513659
5814156 5860375
2991798 3061796
5251635 5304925
4355153 4418356
4370662 4431300
2465385 2538640
2688375 2759516
5961150 6023936
3197280 3242297
2465118 2525961
6910681 6970727
7212463 7242741
2294720 2367055
2989619 3086681
4745463 4813166
2253549 2338696
5672341 5757894
3843765 3911559
8161749 8219632
2407869 2462585
2855126 2907237
7047205 7088949
7702639 7742223
6187206 6231671
3438482 3540673
6805727 6900644
5576633 5648240
2302011 2374411
6683423 6713729
3535752 3586894
3363148 3442415
6670572 6750763
2572741 2601957
5910885 5943079
3556039 3607445
3305126 3354675
5452655 5504280
6587715 6700362
6054325 6109003
6178038 6234859
5819565 5882831
5003651 5087766
7712730 7808517
2753356 2806149
2972273 3055476
2434832 2477022
7508488 7600476
2744203 2783160
2944072 3004807
5590224 5648820
6604007 6669517
3173228 3229435
6523106 6560106
2280459 2322567
4478136 4525251
2223715 2293743
5504368 5573220
6198414 6235406
3250816 3289290
3554007 3624710
3133993 3171353
7009491 7045360
6753155 6889801
4979000 5024442
3247693 3299339
6572635 6623825
7337105 7436972
5703706 5770767
3132510 3179293
5479591 5523665
8326378 8409416
6017206 6082242
2540791 2605013
3646961 3709493
6314266 6360762
6120135 6178398
6724090 6789933
2964631 3030623
3400791 3430762
5921633 5983592
8183826 8242129
5710701 5754032
2494132 2541162
5291668 5329536
3742748 3798794
3429287 3472021
5824677 5865738
6065465 6144550
3143004 3182451
6651967 6718438
2555596 2615055
3153568 3191751
5984388 6020357
2662074 2721200
6909358 6976246
6308277 6366294
2908950 2965119
2736308 2770654
6812901 6846725
6961977 7014648
847862 916210
3279370 3325214
6525812 6566079
6473980 6518573
4527124 4569885
2613747 2663742
7719606 7756772
5687193 5753607
3183016 3245578
4153352 4207741
4277307 4331576
6511603 6546109
3083207 3117752
6744955 6781927
3148887 3201288
2858886 2898598
6696428 6751804
4776959 4839965
3012891 3050851
6706334 6790737
3177720 3264208
2762488 2859500
6075125 6145418
2745573 2813510
6833137 6907745
5973027 6028501
6574390 6648298
3008525 3089967
4004562 4065880
6385738 6438939
2341220 2406493
5860355 5926315
8480819 8549785
4032396 4075035
4941071 4998286
3508256 3568155
6737331 6773427
3453008 3488204
2724473 2797710
5774130 5847313
6752128 6854657
2714129 2761114
2426768 2461225
6010130 6041457
4564125 4622841
6829524 6876553
2746771 2792627
4290830 4350675
2533198 2598743
3514451 3593342
3167475 3242686
3687501 3721486
4612405 4670689
2606421 2684780
5668691 5715487
2979670 3022248
6857640 6894278
2391672 2429877
2902018 2953215
6806658 6858634
5750619 5821433
3706242 3757540
6493517 6539591
3236699 3267091
6489228 6520730
4294860 4329092
3051020 3122092
5796444 5871302
3576276 3634605
6694955 6732022
3465804 3525165
2369671 2442171
6065643 6138035
4888876 4928370
6318183 6380230
2920984 2983737
5736429 5818857
3196329 3248668
6040989 6089451
6879697 6934981
2518725 2579089
2470421 2505200
5920501 5956429
3324801 3363028
6259803 6288940
3845335 3906529
5776685 5821575
3712780 3831552
8508479 8549169
7170317 7220814
2388754 2432421
4554759 4606216
3107780 3186607
3465549 3550529
2915874 2979295
2407172 2502428
5497223 5532523
5253958 5306680
5862000 5931307
2877645 2950396
5647999 5722407
6417611 6512232
5622032 5687925
4234754 4288482
5588511 5630823
6267992 6312259
3172464 3218253
770631 823392
2342141 2423319
2761902 2791694
6120773 6153157
4005770 4089306
6320746 6397257
5860638 5915397
2554596 2621846
5691853 5756648
6274316 6326850
5605413 5642045
2599641 2639706
2790440 2844848
6351605 6405856
6763220 6817836
2482705 2538462
1617213 1712892
2845956 2906719
7274263 7354828
2226082 2292764
6077583 6146768
5423524 5506967
2404462 2487703
5706895 5738119
5297719 5388577
6314970 6350750
2903136 2948567
4762022 4798966
6313412 6375569
3440973 3500483
2634494 2665711
5506385 5582348
2939228 3011181
8289845 8360169
7100765 7142068
2509006 2544558
6376235 6406384
7281902 7321102
4877219 4974491
4907033 4956755
3020604 3073832
6784758 6863215
3441098 3478552
6045877 6087487
4812682 4853246
1299833 1342483
4741530 4798922
7571028 7601035
6180872 6219141
5381887 5439591
5090788 5125811
1899072 1964682
4343859 4430071
3743245 3800633
6423193 6475964
2184219 2229519
2261544 2312003
2675051 2774955
6756743 6855216
3184073 3221638
6319723 6363203
3443066 3480663
6766168 6811746
2692295 2749579
2921429 2959683
6025936 6065756
6037375 6089122
2538435 2587820
2890826 2964392
3407164 3438968
5528746 5557772
5926202 5975280
6253205 6296238
6358486 6444447
6581755 6630361
7951419 7989692
3786242 3825032
2309476 2347080
5594521 5632390
5428967 5491135
6642900 6677101
2428030 2462515
3735144 3844287
6635108 6702297
6085153 6162308
4308143 4362461
6647128 6707264
3125220 3185776
7864465 7920172
4754015 4807666
8268077 8305791
5811091 5900953
7724164 7794656
3285012 3323933
5539099 5576995
3983613 4053515
2506466 2579848
5621009 5662638
2365688 2411159
3390343 3432709
6910687 6951743
6393993 6488395
4399275 4518034
6194080 6270783
2361349 2408030
5512417 5584710
4001841 4058780
2968123 3065842
5082695 5147273
6875857 6944580
3011166 3074809
2299645 2370767
4657145 4688807
3977924 4110317
5396474 5503270
5432339 5519213
2316827 2353517
2680701 2734505
3344883 3403232
4841856 4927834
6245166 6280180
3359483 3395146
5118734 5173642
4928316 4994894
2764679 2854777
6786307 6876143
7794696 7863680
6229519 6265464
8270503 8317060
2207870 2242370
6761396 6794316
3254741 3296418
6850930 6910508
3335982 3395281
3161415 3216146
2784974 2829723
6947231 7009883
3128717 3189911
5689601 5753950
5233468 5292310
2569530 2656333
6239396 6270717
4613839 4667343
6381556 6411995
3019073 3044809
6825671 6866392
3215948 3256886
2816884 2851170
6329486 6363295
5156083 5207397
6643171 6690701
3228112 3278041
2599196 2672294
6474845 6543871
6886589 6973498
3040186 3124840
7208097 7282051
2504605 2582654
6199230 6278019
5731352 5761743
2317409 2349404
5363706 5426289
4956782 5029182
6587263 6652737
7269369 7363305
5519966 5545367
3078265 3135694
2964364 3008401
5860254 5897938
2267010 2318040
4945447 4987032
5656589 5685999
5278121 5325254
6288324 6334812
4049387 4085016
6288639 6358140
2522184 2570408
6106671 6176489
3189375 3234422
5414609 5487387
3379936 3455473
6036733 6139605
3289489 3387446
2375347 2419583
6346069 6388219
5716986 5767658
4560847 4619247
2550578 2618649
5971147 6041089
5897359 5945782
3335673 3382797
7596373 7690504
3108761 3181192
4454321 4563749
5356515 5404737
7690762 7736859
3877960 3945206
3346317 3403115
7488664 7527126
3155163 3211579
6324265 6385088
5192557 5270621
7245579 7313040
2216384 2264059
5812840 5864837
4083294 4152088
8158141 8221435
6149434 6217422
3383095 3448824
2464587 2504995
4110889 4155106
2924606 2965571
5789337 5831635
3950678 3981907
4954670 5051333
5628149 5678788
6073982 6116178
5826223 5868755
5579576 5644653
6464023 6505335
6794464 6852335
3443485 3500615
6821108 6893353
2189106 2251606
5927319 6002472
5327075 5430123
3204478 3255588
2172556 2209301
2322950 2429319
5770214 5875916
5031454 5102681
4528340 4608867
5534212 5580499
2458072 2508496
2220793 2260679
6078940 6121510
7455799 7518858
3991745 4076688
5081323 5171829
6909051 6991038
3975814 4009197
4192201 4231900
7557195 7611230
6733562 6763595
2196309 2230987
8454825 8492390
6174651 6212781
4460678 4524012
2820023 2879112
5857177 5917798
6270099 6321569
5464814 5499626
2690029 2742322
6241470 6295236
3607806 3662033
5438329 5471910
2736559 2775415
4643783 4711753
5513459 5577313
3401694 3467500
7223865 7289932
6132555 6174965
2403051 2474960
6631574 6700873
4264040 4295302
6313332 6353738
2767441 2808920
5393708 5423759
6738426 6776095
2291819 2328274
4431159 4485058
2312973 2350241
2601936 2643940
3009176 3078583
2758659 2796881
952600 1015911
3369674 3428899
5982938 6024838
5089988 5151801
3306886 3341840
5980763 6044266
3875159 3916995
6135521 6228895
5106106 5206100
6284745 6350880
2291104 2383643
5941999 6034825
2889199 2934244
2566645 2608773
4939073 4994631
2286031 2354956
5768226 5835284
6931615 7009187
6551299 6606893
3239268 3297195
5048797 5100830
2191195 2247808
3700048 3738787
7066589 7127819
2881709 2928522
5445719 5483956
3023476 3063596
2867836 2927445
5377328 5438134
7295975 7349726
5785801 5848074
3419317 3482653
253733 333036
3328447 3369795
5575334 5606495
6829945 6909946
3262503 3347057
2572071 2620826
6842988 6893814
5891792 5938878
4918467 4969579
4024959 4057571
5831379 5866442
3201743 3235985
3045213 3136176
6355356 6450211
5441471 5496882
2807931 2861869
6710691 6770890
4919617 4988471
2441585 2477952
5876903 5910325
2417987 2509956
6271647 6368145
2344335 2398145
6241080 6292480
2800795 2866533
5842703 5909444
5832727 5910706
5917071 5958260
6860707 6905795
6658620 6714022
3975682 4023186
3006439 3102320
4762306 4813654
2742823 2821296
6814517 6898899
2244164 2290562
6864785 6913203
6172941 6261978
4978931 5014926
5828465 5881289
3538371 3612930
6098290 6162435
2898608 2961796
4472738 4517258
4442988 4488156
4322344 4423251
5145315 5216529
5583017 5641715
2585998 2666633
3115761 3149033
5655772 5701621
2793899 2842479
5594552 5630434
3063891 3109322
4094442 4142242
4439119 4545157
7303302 7367310
6128461 6177549
3760478 3832042
6789593 6841422
6535550 6617862
3170534 3242189
5420107 5494977
5484155 5516166
7269635 7348763
6025606 6079104
3213498 3269234
2680254 2725334
6574232 6619274
3180315 3216685
6134887 6171028
3550659 3644012
7507879 7586110
2561992 2635502
3904893 3943372
3317584 3408505
2979157 3025757
5844007 5886147
3201981 3229930
6759781 6834912
2162867 2207291
3447127 3513303
5937849 5999099
