t_departure t_arrival
7177802 7235776
2394425 2457282
5850279 5911103
8121349 8231280
6173117 6250010
2384297 2462489
7450831 7509852
6203235 6322564
2478523 2610967
315497 372517
5271550 5355981
89446 134132
5098592 5189094
5624028 5687743
6102752 6132964
6711277 6772154
3039456 3115345
6148489 6184576
2910504 3008155
7018658 7075085
2889189 2923537
6300883 6332114
5438520 5497743
2808835 2905776
2476299 2545022
6728049 6796057
4011938 4039458
7576109 7606913
2604375 2639394
5174591 5222859
3557967 3612578
2207077 2285379
6460024 6536957
6672640 6740022
4152289 4204224
4266039 4365749
5491112 5549378
2462630 2520381
2319230 2352858
6857186 6889643
2683114 2753026
6829695 6895326
2729256 2855757
3913726 3962021
6480410 6513128
3053696 3084751
2585530 2661047
8065842 8127129
4368478 4405788
3792027 3827579
2366185 2424821
6617677 6676742
5904139 5958748
8158339 8258614
2168291 2235531
2447067 2502416
4022776 4061269
2360892 2470109
6412594 6477890
8103055 8134257
3943747 3996634
3587986 3653720
3251874 3286061
6796054 6831277
5470959 5519219
4951062 4991759
5857020 5920115
2560955 2623234
2535480 2598266
5954525 6018584
2712102 2770520
5639216 5698342
5630593 5667024
6298374 6348208
5271082 5323672
6398350 6444723
2504586 2567717
6034775 6084234
4514633 4579469
3487206 3548436
3783190 3816402
7543172 7578549
3947069 4029670
5575066 5622052
2558894 2601132
6536372 6606053
3662746 3717429
2506011 2540603
6605164 6639863
3841569 3919948
6468939 6544765
6723338 6774589
2620672 2678765
6225794 6286935
2921874 2982964
3460070 3527369
3506495 3537632
3713455 3772317
2872610 2916438
6034403 6085609
2272006 2385866
4976438 5021644
8412939 8467988
4864582 4955587
2389615 2421878
6251070 6287079
2780065 2825096
6277620 6319837
5767877 5817046
2772135 2808065
3264919 3305920
2197057 2267975
5721151 5791620
4621776 4662359
2245779 2274615
6000293 6038322
8338770 8394106
3766867 3825442
2592999 2663185
3519665 3594278
4996450 5047534
5467935 5499252
6879383 6936582
6497929 6572123
3184934 3257025
3895478 3937995
8446483 8494171
6026840 6080636
2442090 2497174
2236272 2310969
3311782 3346398
5503080 5532607
4067073 4157562
5749869 5782008
3068125 3096485
7880134 7961166
6872087 6918584
4773021 4891787
6129044 6190851
2859920 2917125
6591203 6621722
6654275 6699559
2782162 2827593
5602165 5647932
3841856 3901332
4901675 5005363
2953956 3005948
3454977 3492406
5724305 5761711
8039981 8111191
5537836 5581933
2294599 2338061
3447937 3519663
2956285 3034200
5801710 5842515
750692 845611
4145987 4213202
8281512 8351617
2537814 2610304
6849768 6919918
2645857 2702841
8105253 8196312
6708247 6799162
6200449 6242774
6736391 6791659
3983025 4014986
2099161 2202339
3001029 3056945
5940445 5995436
3233664 3307851
4193145 4229351
3707678 3770930
7320683 7381621
2804354 2844938
6525542 6585001
2270880 2330870
6887573 7007855
4191059 4251314
3316896 3378402
2533567 2600909
7691773 7755790
6593531 6632368
6465833 6533089
4581242 4622748
5069344 5127560
2908906 2959973
5385430 5464282
3363928 3404943
6875259 6933466
5931374 5961435
5642937 5694410
5739883 5822516
5998030 6046832
5505054 5560290
3015274 3071435
3600181 3669352
2630528 2705595
3204805 3259596
3301512 3346015
6606229 6654150
3059846 3139850
2200415 2237011
6700835 6776634
2171688 2247312
2889546 2921793
2714488 2752674
6390017 6426876
2507686 2562055
6967044 7014361
2594197 2629450
4040944 4103489
2765571 2812451
6344081 6392107
6153808 6186464
8224690 8295366
4967215 5006897
2525508 2574554
2927888 2971675
4309371 4344443
2423369 2504990
3261537 3305066
6779887 6823675
4061672 4193381
3531230 3631945
6775365 6822967
3249189 3297859
4693444 4767029
6188865 6225739
7851126 7942908
2726724 2801740
6307028 6387808
5492596 5548889
6469715 6521165
3036710 3098444
5550462 5589510
2875351 2948796
4396478 4444242
4054108 4107432
2997803 3060306
3412702 3455289
6488803 6531226
3709231 3796897
4358196 4462240
4568618 4601610
3476136 3514099
3128320 3177250
5519923 5566532
5659484 5686204
6511361 6545114
4831384 4876698
3791296 3887114
3645288 3739345
8223319 8267527
6151835 6205067
6442455 6487950
3380808 3427808
8407664 8442005
8230108 8314635
5364709 5477397
7305838 7359543
8041113 8077504
8053539 8162819
2219692 2258173
5749991 5791681
7982045 8070501
8157238 8222415
8151385 8206487
7896197 7937617
6456245 6526200
5039834 5111731
3437536 3510868
5959492 6033417
8182213 8245908
3919718 3983867
6590226 6665311
2545370 2581175
5823309 5857286
6652368 6690731
3489255 3535429
8060274 8153192
4640353 4707252
5480862 5534229
6595032 6664760
6617859 6668652
3202374 3250863
3495989 3545164
3063572 3100060
4051857 4083318
2793104 2878895
2952496 3024397
3879136 3978108
6115066 6187790
2675600 2719927
6479327 6525469
7602834 7651319
2171653 2213215
6086758 6136449
3702525 3748078
2417566 2459874
4851033 4884313
3866143 3896319
3939157 4008596
2573819 2637183
2560718 2607352
6126496 6172849
3144658 3184987
6983153 7061179
2829986 2899199
5431951 5503541
4847087 4933880
8233322 8328212
8343359 8438783
6042734 6086584
2692234 2733737
4055699 4145278
4805628 4846444
8167120 8247940
3273905 3343945
6895974 6948007
3403165 3454804
2820710 2877205
8311712 8387827
6994536 7053525
6284749 6331608
3149556 3197583
2196165 2286163
6831031 6876218
5904125 5947166
2466175 2508682
6070819 6130650
7563001 7635653
2411189 2461118
6613684 6663373
6627732 6690541
8125528 8170581
6651102 6734124
5444908 5519981
2830607 2905241
5469966 5533065
2977704 3035668
3712129 3742020
2483844 2551844
5708521 5779560
5553599 5607318
2936128 2979678
7942397 7989438
2815506 2864573
6400963 6450836
3401289 3448880
2348645 2405933
5674853 5733235
6119853 6168697
2574156 2621970
6876275 6933561
3236271 3293298
5473074 5519302
5203396 5276581
7656590 7752140
4308808 4354192
3571708 3603237
6694555 6754619
6409609 6465896
7708102 7785658
2478944 2532212
6113016 6167732
6310115 6338337
2521849 2561241
3349035 3413184
6298810 6374007
3073864 3150951
7058619 7101216
2421770 2466689
5589126 5634156
5625910 5692168
3704766 3773954
6141591 6220000
2395968 2435408
2853758 2974566
6633336 6754047
5945142 6022913
