t_departure t_arrival
2478517 2588381
5865445 5968540
3144670 3183248
6004287 6036734
3201848 3260740
3918211 3999797
8413393 8451655
4866504 4945341
3300561 3395347
3695645 3734477
3193346 3246589
2726148 2763121
3596440 3635997
6328400 6419561
2473059 2564309
5004445 5086075
2434731 2473579
5408386 5450637
6097893 6155888
5650677 5700649
1771334 1806128
2234434 2294634
8391962 8429407
2887474 2939654
5435572 5491452
3931778 3988573
8066398 8167459
2413861 2468149
6075737 6129028
2672011 2721577
5861807 5939154
6238008 6298097
4683493 4723206
2960831 3044242
6402719 6487685
6379736 6413145
3342865 3378267
2315862 2387951
3911402 3994849
4366235 4421069
4840096 4893726
3541264 3599414
4516299 4589855
6357632 6404754
3217788 3267653
3130110 3161594
6062588 6096793
4904674 4960145
4253087 4294045
2685122 2746057
6073471 6135809
6299351 6358571
2709976 2762482
3420581 3474532
6596904 6657413
5483327 5556983
6497463 6592886
8470053 8520802
3352581 3429312
6512391 6584870
3901253 3934877
4406825 4483696
6175709 6209164
6785339 6832293
2960060 3000927
2841994 2904104
3349396 3387323
6759456 6797591
3386032 3458151
5906731 5987939
4362803 4419061
8303641 8368711
3047994 3115030
5978160 6023995
5357069 5407074
3915509 3990439
6078744 6136851
2430708 2488965
6356186 6443355
6038445 6089847
2417550 2449095
6853570 6889517
6610573 6689810
6399531 6444019
3544291 3599689
4862934 4895406
3326558 3358058
8219186 8355534
3145754 3178319
6516200 6548922
2269587 2316267
5589910 5642990
4465400 4512385
6667106 6734765
6808711 6897419
3477203 3513955
5573155 5642925
6393707 6427817
3290144 3323540
6108406 6196208
4535341 4605473
4880728 4935820
5547711 5594965
2511199 2552016
5098877 5152408
5432133 5502709
2739216 2807400
6544604 6617760
3334429 3396629
6557452 6633042
6333029 6409005
2230786 2270515
3062337 3105008
6304504 6360843
5731853 5763606
2406726 2433725
2674709 2707554
5013268 5070994
8211085 8337955
3467468 3520325
6734444 6782423
8023427 8115550
3420476 3488413
5538785 5609078
7899559 7972984
5669702 5758043
2267356 2354980
4722928 4760894
3053964 3170246
6330996 6382650
2417133 2468950
6638634 6691749
2854260 2907429
4725744 4764811
2424748 2472947
4246461 4303999
4257627 4304005
6871114 6946188
2977529 3012819
5728026 5797649
2999637 3040098
4139098 4224846
8434956 8471459
3692734 3752811
6457075 6552783
3240209 3333740
5781804 5853418
5590861 5625708
1423024 1462588
7860942 7922866
5257347 5290949
2849213 2911262
3327044 3411417
6208277 6273963
4493280 4546161
3645411 3742967
5981832 6016689
3314435 3346802
4522795 4612551
4379129 4430307
2603410 2681002
7666729 7745777
2633100 2701607
4229689 4300761
5968935 6025732
4371383 4473456
6306782 6389285
6709984 6777385
2433811 2502447
6948023 6988875
6937003 6985606
4729151 4778983
2602012 2731076
3749706 3799684
5410576 5459852
8232904 8311634
2695314 2727644
2714230 2813012
6043627 6129319
8346291 8389465
7182312 7263234
5184606 5249563
3830885 3868235
2742668 2816620
2307503 2348921
4053840 4124240
4099445 4148226
2822709 2879072
7883613 7920381
4187146 4258318
3432378 3501434
3768837 3806881
4199777 4237141
3168911 3237829
3353407 3403117
6778829 6829450
7478903 7533857
3064421 3113801
6312372 6411243
6756491 6789794
2659172 2694355
3641014 3693359
3285868 3347381
5484897 5544963
5152824 5217971
5196355 5291261
5728447 5776213
2652695 2700704
6315440 6396083
5619498 5673925
7578285 7649457
2162950 2202176
3227371 3285365
2473926 2553056
6994173 7099393
2564562 2614718
6808656 6858558
4282131 4312924
5980720 6055771
5504641 5537589
2686741 2716736
5754546 5820941
6343122 6403010
3250079 3310631
3352523 3394793
6056448 6094215
3234547 3273246
7682457 7726016
8290605 8344331
2807325 2842295
6663092 6692385
6593702 6673963
3012761 3089820
6964666 7121799
2733018 2768794
6176391 6207060
8235497 8321675
6793351 6833639
3958318 3999046
4556984 4607282
7688059 7729960
8128578 8194090
5236271 5300635
2684255 2739895
2964052 3036443
6134674 6209354
6826713 6871244
6642745 6682247
6956989 7017005
5570478 5643555
2633424 2682889
5601885 5672020
3061117 3129704
3449066 3491860
5688219 5728993
2692524 2744196
6404368 6470634
3132421 3190287
6125989 6182804
3458735 3494045
5180596 5258883
7645806 7743353
2891706 2924489
5800123 5834242
5217956 5287438
6391690 6435837
2626860 2668051
2339129 2396188
7945930 8036611
5203768 5292717
6019657 6084087
2765621 2835685
5423763 5487103
5867798 5929116
6111260 6211202
2373868 2476548
5512527 5575319
3944406 4051767
4148196 4198579
6479772 6560157
3451482 3531293
6338936 6409150
2300947 2390847
3910139 3941184
6873582 6909818
6167354 6212394
3035734 3079836
2280924 2357085
6058039 6133581
2396707 2427936
6285824 6317053
5160944 5208790
3992335 4068233
6526414 6550713
2384677 2414736
5826488 5863701
3284770 3347340
5887148 5931963
3244969 3293424
2519722 2610099
5518471 5608498
6553735 6595019
6602041 6655582
2755581 2821528
6200801 6265111
