t_departure t_arrival
6665733 6723862
4891128 4944587
2166543 2268064
4110693 4168445
4980500 5029396
6069619 6109385
3298621 3340300
6383872 6424210
4276482 4327778
3338947 3381321
8272560 8369103
4186474 4244232
6548916 6580231
4791615 4882094
6253711 6300606
7543899 7635220
5805435 5850467
2958515 3005317
5825559 5850250
5850985 5896987
5854092 5916832
2614693 2678910
4827174 4861271
4042942 4091638
3407282 3459723
3377746 3413468
6181657 6225851
3214214 3258599
2218961 2266833
5446942 5493712
5411983 5444644
2746499 2778804
4496624 4546096
3334106 3387222
6004120 6057496
5527981 5585196
8072955 8157394
7690364 7731580
6943361 6981942
2452872 2540102
8554823 8600738
2367345 2401404
6382825 6417058
3137117 3223537
4662477 4714537
7572789 7621668
3252534 3291517
3301823 3369778
2351347 2397104
6847679 6902973
2291628 2373610
6322141 6406851
6325059 6374142
5838913 5922266
2885184 2969653
5707786 5751645
4098485 4143232
1067827 1125541
4859391 4957414
6794770 6857307
2478492 2542057
2460848 2503900
7633025 7747012
2283713 2342873
2545934 2590729
3447510 3499980
5623965 5662289
5928602 6013254
2792900 2879119
4218539 4269187
4754056 4825267
5845800 5918153
2901613 2973474
769085 836216
5001713 5075595
1454063 1515888
4915468 4950714
3440542 3486488
3524128 3614548
6016911 6068888
3009261 3060928
5928267 5961030
3433376 3491049
6100174 6156036
2276407 2326931
3430449 3472698
5532027 5574335
2488687 2530223
2835408 2873746
2247889 2275734
2327478 2361732
6483267 6520442
2880044 2917612
4787339 4850127
2740789 2784882
6435327 6485804
5362833 5392824
7641519 7699130
3307216 3343072
6551435 6588019
6396024 6466584
3240091 3287702
5996127 6040077
5162115 5207652
2598315 2670069
1617556 1652209
6623355 6711020
8364795 8457749
2752913 2830851
6176465 6249639
4071601 4190029
2242473 2324754
4270937 4349851
4112633 4164251
4582607 4623740
7259419 7305365
5863341 5922337
3305825 3360764
5468240 5536751
3362749 3393092
6765090 6819140
2845527 2900169
3907221 3939165
3390007 3436786
2509761 2567387
5790401 5887291
2512733 2607922
6348157 6384016
5334785 5396491
3706068 3780034
7495670 7562123
3439860 3480634
6056991 6097976
2747613 2789437
6722350 6760455
3264310 3301715
2680546 2729166
5621109 5672221
2616268 2678311
6631933 6691525
6893311 6936696
3482970 3565460
3433301 3485782
5415704 5464808
2927995 2962205
6897164 6935040
2238905 2275313
4571608 4622765
3269717 3296890
4263641 4357391
