t_departure t_arrival
2607652 2680022
6249020 6321172
3521636 3611254
6222393 6255833
2269243 2365939
5980642 6034889
3056841 3109487
5468475 5558450
6806259 6872411
6847619 6925587
2277758 2343227
6647671 6689296
3235181 3278313
3260705 3305390
3522180 3582352
4643765 4692033
2931722 3011186
6763393 6826285
4736112 4768728
2239992 2285275
5307511 5343631
3030804 3128244
5465866 5556458
5786557 5832457
6323327 6355232
6346501 6429701
3265707 3297081
4730403 4790389
4710160 4750597
3419358 3459088
6671333 6708736
5978391 6066788
3041418 3121569
4502889 4581253
5505532 5556498
3220840 3265191
3946125 3988285
6131664 6187064
3358961 3413197
4017921 4106294
5980884 6026706
2990793 3030198
6757416 6810952
2628410 2679696
6474118 6537942
2215206 2278134
5332219 5434239
2487605 2540059
3445612 3490768
6270334 6312705
5864855 5909126
5350079 5383111
6766946 6800879
2448548 2547405
3973402 4037888
2396219 2505311
6187430 6293174
5605917 5659651
6370517 6423772
3407989 3474227
6013526 6081496
4494221 4540598
3591772 3689921
5885255 5957300
5482390 5545045
3020486 3081978
3824897 3908095
2499549 2544449
8542035 8579109
2507048 2558235
4725798 4778323
5098827 5147610
4021121 4103978
7132308 7219839
1350607 1433345
3222029 3280800
4956194 4991400
6285134 6376969
4334416 4415266
5076321 5198853
5576647 5627442
2262632 2310610
3461806 3495004
5458634 5533524
2604381 2678576
8084058 8126225
6403976 6444700
5224352 5296580
3507886 3605986
2962846 3049472
6184353 6271839
2620431 2646785
5598437 5647574
4276826 4347362
5675947 5709655
3375034 3414776
6399050 6435767
4261993 4389943
6856145 6958001
5357599 5403776
3742605 3872386
6432739 6471836
6875838 6924699
2287922 2334845
6404600 6437874
2894292 2922722
7578116 7655145
7920786 7959598
6902422 6941420
4659758 4712844
5217321 5281646
4926553 4977363
6999608 7047870
4112982 4171339
6531671 6619496
2356210 2448057
4280633 4331690
5089678 5158636
4903571 4974056
6435789 6473343
3053054 3092273
2541833 2655300
2339276 2370505
6389797 6421026
2903356 2954252
3335661 3374225
3173545 3228122
5936004 5970001
5639413 5714276
2364557 2443898
3959866 4006317
4387509 4433696
4978241 5035777
8457431 8528508
2223853 2277451
5187558 5231062
7482005 7537819
6218630 6298370
3286514 3371186
3030231 3088261
199908 248969
6289976 6359976
2733081 2765611
5588581 5623537
8222518 8294551
6039289 6100975
3254457 3319152
5942217 6001480
5276344 5361898
4058663 4131890
3267061 3355463
5960035 6014378
3000308 3054654
5828885 5902732
4070335 4180863
6394429 6463528
2265083 2299905
5913363 5952666
2823731 2858827
5904719 5946006
2959531 3002458
6719152 6767078
2844534 2892889
2439160 2471632
6029416 6065551
7919714 7957960
7735834 7811656
2882294 2942120
5516581 5576276
6653227 6702019
4027233 4097959
2846862 2945531
7293619 7381238
5439013 5514653
3384361 3460696
7268075 7316037
7898373 8007817
2982281 3076322
6335176 6424999
7367867 7435114
3211499 3272520
4214080 4289976
6248978 6294724
3252439 3290077
3982637 4037555
2632346 2671101
4108663 4178242
5674656 5730067
2633692 2687991
2953125 2999820
6809854 6857650
3417926 3524736
5407007 5467618
4935331 5034553
2462308 2520809
2693257 2730814
6102695 6140149
6067091 6176587
3433584 3540487
2810162 2839917
8380838 8426259
6305788 6350679
6463943 6494788
2723583 2766716
5896471 5940493
6427926 6477257
4880814 4944641
2812301 2871846
2515214 2556795
6420791 6465117
4951056 4988306
5239856 5305647
6222946 6287041
2922244 2987849
2575558 2618397
6727119 6789593
2577653 2642099
5852206 5891355
5694770 5748577
2417595 2471015
5471211 5537396
3250997 3280738
6353460 6383465
3296980 3355489
6362621 6421147
2216761 2277380
5430187 5492240
3283005 3342455
6537185 6599580
7208507 7257196
6215046 6312574
6713359 6782695
2362867 2434262
3895122 3957742
6974726 7094190
6438707 6481910
5733111 5792303
2254464 2315733
3646366 3684234
1667399 1750747
6376629 6454909
4605657 4683828
7341035 7377887
6720946 6763955
3226008 3269668
4994561 5078715
2206111 2309542
2905855 2938727
5795927 5828675
6107446 6186694
3388173 3469360
4408182 4443323
2865355 2895520
3339270 3414396
6714221 6760971
2615409 2661694
5825191 5889404
3289658 3348577
5689760 5734024
4917276 5000920
5654542 5694813
8253837 8286549
6224152 6272620
8375768 8458991
5391882 5427998
5718309 5791527
6056657 6132254
7394718 7481349
5659261 5730025
5073468 5110257
2813335 2867961
6313977 6353242
7669680 7710370
8163584 8199075
4843433 4925265
2525056 2601456
2356154 2429460
6081477 6152719
6349698 6408667
4163772 4214498
3037465 3069224
5255658 5317354
6375302 6406469
2833126 2875030
4697601 4762795
4229899 4302064
6800327 6828351
2213799 2244896
6790896 6845463
2222369 2340574
2466782 2525931
6651843 6709127
3324033 3374882
2446637 2517244
2360523 2397497
5209820 5260348
7101105 7174238
5922330 5984853
2556010 2615628
5684445 5722150
2234998 2279116
4717165 4745313
2306492 2334967
6349977 6380913
5032993 5063160
5311163 5357492
4139138 4207071
5960577 6073691
3244296 3307821
6855587 6914988
5313426 5409893
5626338 5665938
2639563 2675581
6596344 6635147
2589294 2629060
6953406 7014561
4944729 5021786
3834632 3875300
3335010 3413095
6819198 6897025
3983300 4059492
5163652 5231902
5795927 5855104
3293876 3368087
2845347 2902939
5864355 5930231
3419119 3486341
7316238 7380932
1825632 1856591
5622000 5676717
6632125 6732575
2766306 2810921
6859602 6907681
4089671 4170864
2376937 2453899
3123513 3158611
4455316 4501189
2744555 2826192
8074475 8125164
4384914 4440673
5902124 5953054
4832898 4899799
6794506 6839980
2677425 2726001
4899518 4999039
3291971 3373904
6864687 6910374
3370273 3430969
8291514 8324926
3040271 3088306
5576668 5617216
6532827 6565439
2872921 2903829
8116445 8148319
5060162 5135963
3306390 3448093
2619182 2674992
5036508 5082702
3200857 3275179
2742803 2779358
6689747 6727878
5995980 6053307
3166257 3200955
4316218 4382425
5701909 5751264
3261871 3320782
2506280 2553907
6472546 6520876
6895676 6937793
6161348 6211806
2325607 2409638
2989321 3029880
5518973 5555231
2987308 3037232
5455706 5493951
2987469 3034636
5608083 5638700
2530966 2613625
5544013 5576932
2957672 2989223
6484233 6525065
3452852 3494380
3056120 3117233
5879746 5937229
4832376 4902567
8273169 8309974
8197340 8229139
2854923 2967235
3880336 3968128
5660237 5735390
3033587 3111043
4962561 5004184
2503096 2543954
6087914 6135736
2414281 2451819
6070703 6108250
5493343 5557405
3297632 3358163
5139269 5199379
6623228 6684356
2410211 2473034
6146442 6232312
4057546 4096210
3002443 3060312
6193222 6240594
3137281 3178688
4299680 4385567
6911507 6975671
3197227 3261895
4664239 4711441
4202105 4328328
2969864 3023929
6281680 6329458
3036843 3081994
3838368 3882220
3976046 4017934
3042812 3083591
6278283 6322136
2611193 2650112
5668386 5715263
6141101 6222353
6508033 6567195
2510675 2569903
5566947 5599260
6556597 6603466
2164091 2212656
3123628 3179583
6635222 6692138
4186318 4241012
2505382 2551255
3923985 4015808
3614004 3658139
6682644 6735503
6649838 6723695
3268610 3309589
5792616 5837998
2705454 2788104
5433381 5464557
3127036 3152950
5759169 5821215
4959559 5038738
6697100 6729493
3400160 3434079
2439669 2482711
3904738 3985063
4716413 4781926
3040195 3069877
5614446 5649909
2668145 2709342
6605247 6644576
6194870 6281722
3188097 3227507
6211842 6246956
3414859 3444804
2565983 2618651
6171285 6218413
4651628 4694179
7368184 7407965
2778151 2884845
3708580 3746174
4831116 4897028
5729287 5771126
2252028 2297871
4511688 4589355
2332541 2413725
6282703 6362463
5938552 5976492
7897910 7989531
5600254 5646863
2913388 2962318
2682457 2727019
2387145 2490948
5461658 5490132
2880548 2911800
5679148 5716649
2395808 2429664
2287008 2349291
6093107 6162489
2190967 2254053
2632745 2691302
5753353 5806934
6556474 6606913
3063122 3115630
2673700 2733846
3549413 3614407
6373735 6515108
4302790 4369514
4284760 4320533
2454430 2485891
6660826 6695017
4343335 4424539
4496876 4547369
7271006 7309110
6260210 6310863
3075133 3126612
2823936 2853214
6443888 6477138
8356421 8446781
8167426 8236156
8332498 8397848
5843885 5884471
2346547 2390483
7636917 7680016
3385355 3464934
3220706 3271603
5549290 5598335
3630805 3665562
7834073 7923121
5261016 5292873
6188025 6246207
2497641 2559947
2442921 2480921
4567763 4678713
3123003 3181090
5578236 5635826
4845441 4892837
3525239 3596797
3414004 3482374
3154011 3191010
6895986 6935187
4952762 5004712
8112618 8183626
5038383 5104150
7991968 8082105
6870300 6937223
3398226 3435717
6444995 6524368
2876944 2951809
3096465 3134989
2507856 2544856
6742926 6779533
6292084 6326313
5243434 5303546
4580327 4647499
2293150 2344263
3362538 3399190
5643103 5675159
2653433 2688200
3895152 3934245
4797079 4832711
2784983 2863856
5672593 5734536
6728093 6770146
5207732 5247061
3029625 3109638
2253707 2302502
5923738 5979774
3082902 3121941
4927376 4974266
5548316 5616892
3955648 4066625
6022667 6105704
3123473 3189374
3452307 3504463
4384096 4458793
5954295 6013564
2907197 2967628
2833237 2908613
2696036 2729112
6224099 6256418
5668651 5707171
3421568 3456877
3097669 3193857
7003400 7040768
2275069 2323147
8106866 8207462
5526834 5584703
2737659 2789214
6846869 6924941
6162321 6211861
3837707 3897174
5441510 5512981
2432506 2497774
6515521 6609970
5249036 5357024
6181774 6217788
3182952 3219689
2938874 2980375
4134134 4234087
2650723 2697491
6882034 6948022
2674598 2740042
3024930 3077989
5960063 6014008
6713340 6766145
2333090 2384648
2489934 2546793
6147632 6203847
2973475 3037887
5030692 5117651
6673836 6823166
3630486 3711441
7292972 7327947
6414964 6544755
7352441 7397284
3891396 3942404
5559962 5647088
2303042 2356491
5952103 5996757
3977286 4021524
3298122 3358243
5539505 5574885
5027532 5121204
3932333 3965200
6277486 6329251
2971543 3025133
6991510 7029742
6115899 6180045
3431485 3496163
3443203 3498982
5906591 5962621
6701243 6767393
6821861 6860963
3184718 3283801
5636098 5733944
8347177 8404133
3254696 3335102
5684097 5764479
8477328 8544978
6304308 6350365
6504507 6578284
8013481 8064264
7485778 7582084
6764728 6810601
6854548 6925293
3414304 3462610
6798132 6891470
2956200 3012875
6386020 6443671
5940308 5993845
2592168 2644865
7370793 7402105
3897695 3934010
7172616 7266627
2301024 2339505
2738374 2777565
5653173 5701486
2412272 2483538
5236842 5287927
6603107 6655254
5828744 5942081
4661161 4697079
7547060 7624618
3446700 3497108
6350011 6400036
4270565 4304715
8428832 8529739
8493375 8560640
3080790 3143796
3453262 3504716
6530530 6579461
4702504 4772164
3204765 3269613
2454637 2513316
3488173 3567979
6774586 6821829
2400838 2461353
6744388 6786473
6324846 6408500
2398911 2483877
7585810 7634288
4181029 4249471
6247835 6297178
6519381 6585413
2328819 2397886
6498352 6532595
4066940 4149653
3812422 3859181
7124781 7217445
8123428 8209455
5861411 5923273
3259707 3321867
2579176 2630357
5571235 5624688
3256117 3275700
6077784 6160889
2488758 2569087
3377362 3419839
6258960 6300261
4940505 4976470
4341426 4421019
3271515 3351552
7388788 7428894
7068566 7139022
6191065 6223780
5761803 5836746
6667356 6749222
2262665 2344659
4571525 4674269
3028833 3082775
6181637 6231794
3199823 3251633
5672466 5763276
2419035 2469072
7499923 7570904
5014668 5061974
6593344 6632510
3397754 3439118
3386696 3434264
6094916 6145945
3215848 3262521
7110417 7146187
7051411 7106014
4173242 4227498
6280302 6313762
2718102 2751323
2584926 2650873
2821730 2862003
6109602 6151517
4135277 4206663
2228642 2286091
6770865 6856303
3579248 3694839
7315265 7355930
4146814 4213270
2347471 2396494
4759604 4808210
5943641 6013379
2838281 2904839
3357668 3413711
5633969 5691945
2349458 2378258
3453923 3514966
5221610 5263715
5399191 5444758
3425557 3501192
4687825 4807327
4790421 4837408
2927230 2954731
2638583 2681832
5966628 6017169
2886256 2918477
5612697 5644727
5877539 5944331
3961152 4014199
6018631 6076888
2307531 2358791
6723070 6775546
2719083 2767222
6498893 6552161
5721675 5759338
2177242 2215411
2928750 2983444
3171771 3219138
4284883 4347302
2368974 2402013
6881301 6914260
5071716 5109836
2523937 2600499
4468109 4584623
6131051 6171384
4677509 4755455
6121738 6178027
3097901 3155619
3383516 3451691
2544869 2587584
6646294 6695673
476417 500522
3230961 3266357
6337493 6372033
2176726 2219558
6991190 7032329
2727747 2777461
6872416 6942288
4289072 4328764
4649691 4712413
4353784 4384758
