t_departure t_arrival
6860004 6908147
2246212 2289983
2466197 2524486
6146239 6208835
4731978 4790500
8258466 8335020
7941842 7979057
6030320 6099478
2938615 3008314
4985556 5031226
6233677 6285365
4480258 4528236
4789710 4867762
2949025 3017635
5563630 5632963
2291292 2374801
5858197 5922766
3388523 3466769
2698523 2776074
5712952 5788705
2663812 2713726
6256052 6304643
7735144 7830993
2705333 2740201
4695789 4759976
6553350 6617950
3949229 4027282
5688926 5745295
7834099 7870865
3784241 3837142
5808730 5858024
2430048 2488557
3449999 3534015
6473782 6522948
5256107 5315317
6776467 6850303
3298369 3368164
5764644 5810123
4135057 4165112
4117737 4221131
2848926 2887191
4646613 4741573
4013244 4083985
2182658 2238616
3636509 3669673
3182589 3236548
4121474 4216934
4055549 4100346
4952587 5043838
7692106 7754571
3685762 3754002
6086770 6151789
4790481 4854890
6792639 6834673
2521982 2564476
6307547 6361067
6010779 6062538
3072159 3138471
2227544 2266202
5819999 5864260
7336809 7409147
3110610 3161591
6844304 6895088
3403492 3442440
5873189 5912169
4667548 4727970
6024107 6070562
2865933 2913102
6038406 6122526
6507882 6575164
2991377 3057936
7037244 7109489
6596760 6636398
6173478 6222045
6633973 6702921
2333053 2395679
6683790 6733705
3935815 4000950
6798290 6852433
7980942 8023069
6041992 6094505
6771708 6816685
2750839 2804610
4347358 4390417
3598761 3635594
8364407 8404859
4254500 4298321
5203902 5253914
8356539 8417061
6805057 6944453
6118947 6166517
3118304 3157633
5875262 5915323
3119690 3159615
6241306 6278755
6368014 6457208
4980662 5038905
5865655 5927047
5260032 5341432
5949638 6018652
3066912 3124061
6244255 6300105
5428262 5508984
3037768 3118152
7787483 7837907
6907367 7016839
6153359 6195612
2585076 2622747
2490049 2540927
5527070 5578052
2525693 2608323
2905867 2951452
7334842 7413305
2997046 3132750
3874804 3952660
6314407 6370830
5358095 5472066
6699641 6737391
3215473 3324722
3150362 3208909
6414768 6470210
6505865 6582166
6424376 6539745
2561774 2679955
2304678 2356301
6787066 6836327
5583917 5632161
3032995 3081630
2925720 3016004
6297570 6338069
4585207 4656100
7142668 7208351
4271086 4361370
5714821 5790986
3285406 3365194
5491796 5542547
2266075 2322466
6352233 6411947
2550328 2626844
5367068 5422008
5121728 5167387
5686144 5719839
2326811 2361632
4493305 4570978
4514306 4561974
2849320 2897299
2481959 2552333
6787126 6858066
3772164 3873205
7326424 7366659
5189568 5274888
5822890 5879019
3306861 3362787
5550217 5591625
3141482 3170191
5639120 5673723
3595552 3693798
6159609 6232019
2534113 2606183
5404211 5474670
3725554 3825667
3188422 3280073
5549946 5594589
6537629 6592272
2903023 2957152
1023734 1091113
4833984 4911909
7124695 7185268
6878674 6913859
3393010 3485024
1016208 1062844
6843067 6882071
2797076 2837184
3034927 3097458
6321882 6384871
2732071 2789230
6564370 6616982
8206252 8268323
6552669 6651552
5605839 5693036
2382271 2441374
2466720 2515718
6586705 6638920
6714562 6759558
2206532 2255270
5435056 5478938
3418207 3473191
6360624 6418767
8304653 8358720
1531506 1568843
6865759 6908614
2388719 2431731
4384308 4452441
5663464 5709109
5960219 6006995
5285274 5322177
5198856 5274392
3333481 3381222
2494758 2531466
2440161 2504313
5990014 6054317
5646695 5711459
2872393 2926459
5879804 5931301
2422980 2476242
3004894 3091963
5546036 5633149
4391411 4450802
6683956 6729895
2358562 2404645
6120027 6218149
4567790 4642275
4879880 4930822
3914940 3952267
2861421 2912079
8487307 8553261
6468827 6498567
6346068 6431947
2891139 2982216
5611287 5665094
3345409 3400954
2302355 2316248
6816390 6883581
3229241 3291765
3339216 3376563
8352150 8459120
3463441 3533738
4115204 4160202
4620539 4706660
3716257 3786373
3652592 3697532
5940210 6034488
4162985 4222326
5783252 5882212
5788319 5831583
6379245 6413175
2717606 2761355
5870270 5913850
4014390 4066127
8356849 8418259
6221516 6300142
3254974 3319581
5905014 5968777
8466642 8518397
3322517 3368410
3277594 3313881
5715151 5753244
4846728 4933181
7168457 7200573
6095793 6144299
3762833 3832179
6441603 6477859
2408812 2446334
8165209 8205492
5390534 5456116
4603158 4666774
6266529 6328760
2478019 2539143
3272758 3319175
6994532 7065609
3275189 3326322
6618889 6676570
5911067 5941943
4200323 4234681
2953833 2991009
6807215 6851191
7274235 7328314
3145450 3200478
5839457 5903280
8249002 8294903
5108749 5148658
6710056 6750956
2731959 2772351
5876843 5926550
2730307 2776004
2583380 2656402
2585429 2613516
3864848 3895116
2340503 2393910
6253408 6323734
5207425 5264077
3595593 3664123
6042648 6115968
4402095 4485576
3162919 3202225
5567368 5604659
8158576 8260420
6898782 6944091
4258976 4329348
2578595 2644640
5256966 5296107
2551436 2614664
6832189 6893826
2247903 2311273
5915104 5970443
3248401 3304217
2899412 2955880
8484992 8546588
3200461 3259013
5059914 5122408
5236040 5309901
2377189 2419976
2798970 2849015
4763607 4794869
3335614 3398869
2959053 3010755
2365718 2433887
6552651 6635153
5998770 6057238
2337792 2391791
5865810 5917773
3348980 3409239
5537552 5570762
748062 806124
6135537 6170306
4249424 4320196
7839070 7875078
2224452 2314109
6788080 6877926
616593 665049
8443735 8485739
3459772 3519983
5590050 5682955
4055758 4097595
6403091 6472854
8120659 8197379
6304644 6343553
8394643 8454205
5006557 5072998
3915332 3963251
6422342 6471515
3245445 3316493
5433880 5475395
3077212 3118622
4349254 4386414
4792890 4865740
6771789 6849269
2999022 3072199
5970940 6057132
2419551 2507299
8329929 8396264
2869533 2917362
4439279 4469960
2364059 2397291
5614073 5654643
5212632 5279185
6206239 6239972
4443106 4500722
2393060 2490836
6141847 6236651
3018166 3104496
2284937 2326266
7005690 7041761
5010865 5060907
2274272 2316103
6862391 6897905
7078186 7119068
3047372 3089898
6064426 6113782
2795819 2838582
6474303 6557160
7140363 7231980
6224289 6261748
2412019 2448835
3058140 3088925
6158212 6188997
3052177 3112933
6408564 6471156
3061980 3094644
6526323 6558587
3275070 3338519
6232890 6298320
2779887 2834382
2877049 2951040
5588573 5660806
5832806 5900335
2273557 2308110
3665153 3727366
6153323 6186504
2823385 2858479
4199845 4337969
4134375 4163934
8177521 8240632
6429148 6479493
3289524 3385099
5741675 5832316
2556717 2622323
6296337 6358698
6886525 6935673
2286764 2334020
4786994 4835908
7942168 7989565
2912559 2955107
8402394 8439008
6000168 6044281
4748035 4787262
4025448 4080648
4825682 4893546
2364423 2432504
6416242 6484078
2566443 2598194
6779165 6804035
3466018 3499816
5292074 5384376
6494985 6546905
3397328 3425184
5757484 5788010
7401938 7468662
3324084 3388029
7332910 7391221
6906829 6987952
3563889 3635936
7598374 7632784
8047801 8105588
3360470 3396750
8051137 8123241
6213002 6256476
5732560 5796803
3237126 3301007
4909744 4956657
6432787 6483896
3106269 3157377
3245288 3295220
5391147 5444234
4231697 4341257
2994841 3036707
8194778 8236811
4442169 4472385
7581398 7642712
2432428 2540653
5660696 5717875
2498881 2553846
7069985 7128138
5945764 6028371
7233694 7280004
6829426 6862652
8249289 8281045
2643791 2693369
6810418 6867613
6657886 6707225
3334307 3384572
3483656 3561061
2173322 2270441
2987178 3018336
2766013 2867496
5530693 5569124
5318442 5395989
2768102 2799180
2634046 2664860
2964645 3019582
6369523 6424379
4424743 4473577
6413545 6465534
2994647 3046579
6704140 6758981
2784273 2837754
1108026 1173231
5479216 5509909
2660536 2690895
2730446 2788447
3015174 3084167
2342613 2425887
5696245 5744740
2259456 2308025
2484347 2541967
5444457 5481880
5588272 5671489
6039463 6069693
3399735 3488313
5960032 6052053
2305207 2341843
2661593 2708006
7004793 7035769
2938680 2973211
2693755 2728896
2676878 2719267
6293887 6357714
2263603 2327103
6397489 6481069
3008975 3070470
6713017 6775236
6247102 6308255
7451599 7502150
2750776 2823984
6044082 6122984
3838329 3915303
4370592 4420643
5965136 6016616
3220885 3288483
4428585 4508901
5768775 5824081
6874523 6913413
6275832 6367255
6860938 6907891
2264233 2330524
6086074 6149770
4731696 4804743
2362668 2426120
6155335 6197524
2516212 2558799
5195643 5258897
2999373 3060568
5553152 5615376
6907066 6935842
2923488 2954453
4685087 4761095
5180940 5228365
5254892 5301614
6515289 6594205
2552386 2630323
5803134 5886401
5635772 5719412
3356067 3440078
6270721 6360104
7607122 7650792
7913658 7964291
5239266 5330454
2656446 2711252
2227223 2281449
6656074 6714500
7751533 7790818
5842554 5936824
1907169 1971956
3892194 3954283
2708254 2780808
6838487 6889428
2593657 2641791
6526106 6599568
2645837 2710925
6130491 6195257
3255900 3337681
6741043 6822501
2859832 2952374
2419217 2452226
5907843 5944235
2699749 2742721
5590597 5641165
6578871 6623970
2624073 2660524
6276600 6329499
2227288 2284239
6398473 6477721
5889758 5968330
2655849 2738584
8091481 8150012
5765521 5824105
2448773 2508982
3783542 3815634
6454358 6490270
4861097 4895022
2187249 2242964
2166926 2201108
2944508 2984518
5429369 5494228
2428670 2491408
4405169 4443952
3448793 3503258
7951007 8024575
2578327 2629432
3048037 3109576
7775574 7852441
6405554 6452771
3080968 3158873
6123174 6166327
3028372 3072885
3313997 3353629
3591093 3642607
3197125 3271721
6566204 6633939
6041009 6076277
3404749 3445463
7081390 7129706
6468783 6554585
3080493 3166032
5976909 6010825
2748648 2784398
6038016 6068127
2886622 2918917
2443586 2543706
6553250 6596673
2687542 2732136
5868838 5926022
7950462 8012379
3047480 3103983
6561146 6617002
6543855 6639717
2419119 2481473
6217861 6278103
2665046 2724443
3218507 3252040
4143480 4240713
5709453 5781879
2382453 2455710
3058267 3094375
5944598 5977761
2625297 2683195
6247102 6305603
2506486 2580895
2956848 3034958
7716621 7805966
6870742 6908396
4478868 4565566
6652138 6689318
6572682 6663692
5590823 5647464
7864341 7956215
2940940 3008399
2576880 2612500
3240026 3299116
8087323 8121588
7674243 7714478
3173215 3256108
3051078 3120369
6121762 6197651
2850432 2885707
6241259 6276360
3928778 3989502
2974940 3044279
2586504 2677659
2803407 2849502
5483316 5528765
7785354 7834361
2183594 2275453
6600605 6691844
4085036 4158145
6049075 6104974
3421537 3480607
6494586 6543279
2191727 2241573
4195686 4259549
6852417 6923901
3020888 3092795
3125862 3185843
8261396 8342692
2587531 2655351
6339148 6429583
5651024 5735436
3278737 3354721
1460125 1492229
3536579 3558407
2552628 2602181
2368039 2432796
6087481 6154821
5730700 5791067
2450913 2497525
5783274 5827785
2544538 2595060
6941816 7020866
4569533 4614332
6036461 6086151
3099639 3142878
2526500 2622934
6727056 6823347
4514511 4586483
6125422 6180020
3094994 3146634
8025704 8060628
3414969 3461494
6907923 6969547
3997237 4057407
2712008 2766409
5913715 5963434
6385459 6441943
5810812 5855996
3342541 3395235
4584207 4651844
2862966 2891823
7992429 8058282
5492423 5562514
2784418 2844647
2917180 2961786
6823459 6883271
4012170 4070290
7799347 7870616
5187113 5273274
3345697 3386656
3361474 3443656
6115544 6179308
3234851 3282633
6557987 6609514
8398766 8438843
5600376 5676478
4459714 4555622
3196413 3291547
5154307 5221101
2530995 2633454
2791005 2864036
4591899 4659322
5284209 5345580
5863612 5906091
2782665 2827346
3501472 3566232
4055719 4133474
7873357 7927268
6406816 6452754
3406183 3499349
6518641 6610334
7745593 7885030
5262067 5303525
3467402 3502131
2769823 2875210
3316716 3364694
6838405 6884523
3783222 3844863
2264590 2294370
5753082 5792736
7937580 8025891
6416438 6485276
5409193 5462464
3257566 3311637
2700333 2787814
2902644 2936056
2650571 2704307
6504707 6557381
2494158 2599802
2427736 2512747
3769186 3852055
4738003 4816117
3683935 3753456
2894020 2954190
6344007 6393943
5764077 5810069
4145242 4209355
7665848 7734538
8349307 8387531
2743113 2820572
3407987 3459749
6231535 6283557
2296605 2385940
7912325 7995166
6255950 6333297
2316284 2369683
2573125 2624652
3784614 3819674
4722366 4758161
4973859 5075856
5611089 5673745
5572579 5623581
2187898 2239063
4515610 4581595
6619300 6654327
2326799 2400042
3226373 3314958
6356685 6418488
5199856 5276649
4000258 4081666
5708715 5765694
3038504 3095584
6397426 6446488
5429958 5512043
2297930 2380335
2370398 2442049
2265005 2336219
5412626 5486394
7881135 7922091
6510802 6551096
3103800 3148086
6877592 6999048
3184986 3240130
5840861 5879366
2782074 2820962
6239682 6355903
3167773 3287617
3632131 3730754
5965840 6030862
2443799 2505126
2465510 2534499
7308688 7385442
6599369 6692175
2247060 2282397
3437800 3493634
6230414 6285754
2463198 2519598
5813187 5901778
8092985 8169087
7274377 7365251
7147210 7194099
2246116 2309965
5680706 5744637
3198915 3253848
5605470 5655474
5989910 6044101
4821752 4871029
2846868 2898942
5612758 5678273
2581585 2619960
3007242 3096032
5702054 5792657
3089949 3156523
5976970 6046746
2635063 2714419
2949044 2986916
3417339 3495446
2545204 2614796
6057839 6126614
3076751 3113924
2598334 2685531
6789085 6830535
2961726 3002392
4826135 4915546
6658292 6729818
3857564 3912231
2797858 2854849
2551412 2632006
7102897 7227018
8366480 8511270
4205426 4286974
4568277 4656517
5875792 5928584
3265626 3320785
6002263 6037701
3894289 3971313
3816229 3873193
5714441 5756756
3423304 3459041
5596764 5671694
3243465 3287540
6255824 6308519
5422819 5456496
6108693 6187070
3803577 3847945
5464919 5521973
2800883 2852059
2943235 2989108
5411748 5494396
3427038 3498621
6383022 6420209
2673448 2758059
2754946 2794188
6862642 6897039
2702075 2768148
6744020 6782569
5863497 5932250
6462655 6513664
2822469 2869704
3090953 3137728
2735987 2829698
7096275 7142825
8186048 8279170
7708537 7758300
4872867 4906477
2269903 2333215
2374679 2460377
6783803 6828628
3051965 3099956
3723552 3769409
6327531 6354817
3294162 3326232
3476901 3558584
2176624 2267988
6426705 6511221
3150325 3209442
5420908 5453727
4839570 4878153
5464712 5528056
3334540 3415752
2901519 2943905
7901881 7984227
2875024 2904249
6393372 6423888
2774976 2829759
2753831 2798018
5637239 5682063
2435062 2523521
6804022 6898850
7407838 7476287
4697133 4736691
6548170 6598753
3521983 3603201
2706077 2778120
5850496 5926674
6773672 6848455
6384905 6439815
3265753 3329050
5968928 6083580
3172867 3242922
6646704 6719659
3013257 3081084
2765014 2797823
2555613 2601203
4663654 4715595
6276771 6355677
7429955 7513610
6796469 6851633
2243225 2295553
2826880 2858125
5719405 5750725
6446479 6480618
2178849 2212729
2861363 2910099
2334248 2393654
6334942 6397246
4396363 4460376
6613520 6678440
2733963 2775810
6544387 6595426
3231616 3282285
6886626 6954413
5838006 5957456
3425966 3461054
6043113 6077543
5959171 6014798
2993548 3049021
3208518 3279027
3972860 4033783
2408409 2486634
8365060 8402087
3122974 3200288
3107625 3207094
4329398 4364231
5917015 5981606
2498988 2566263
8086080 8213382
2330495 2377760
7174609 7227268
2820801 2856464
2846995 2903875
6870769 6927865
2719025 2789337
6562589 6638650
7893989 7960007
7130920 7201617
7698126 7760899
3529860 3612371
6353576 6422563
3138111 3206687
2599515 2654862
6792740 6875749
6288061 6372221
3230611 3317769
2249485 2351772
6155179 6250831
6054421 6106392
2973537 3026517
2796835 2837306
6416540 6465004
3078026 3184084
4801288 4894289
7486668 7549538
3312163 3379503
6452512 6500380
5924021 5970719
2225849 2278522
5255185 5347414
6045699 6103175
4612216 4707588
4616468 4661688
2409646 2460579
6103480 6152616
3147803 3195125
4996171 5066718
6409092 6460157
5618297 5699663
2966092 3047078
3797537 3836607
3993708 4057650
4105022 4169999
3034924 3095882
4996559 5039601
7323035 7399799
6559174 6598719
2325132 2367813
2570949 2635713
5843736 5908253
3605579 3636208
2964844 3020908
2422341 2486765
2363109 2408834
3701632 3784821
6777992 6836487
5377066 5435300
2646248 2717509
3392097 3443256
5773013 5805081
2882974 2936480
3753398 3840362
7377834 7480994
3393909 3475688
3892495 3937227
3314106 3360377
3507293 3583342
5899925 5939718
2205495 2246983
2769045 2824565
5420563 5475629
3367828 3440355
6009052 6080849
6506512 6562820
2230621 2284535
7682623 7771601
7156830 7226320
4698531 4785007
5318280 5395230
