t_departure t_arrival
2921061 2977630
6162321 6215369
2510436 2558082
5738002 5785853
2929335 3029878
6277122 6374719
5116760 5196172
6577753 6617204
4080147 4146691
5954853 5993074
2650622 2689915
2996118 3088136
6315923 6397100
6054236 6096157
3007910 3054246
4884513 4931836
5725112 5800505
3103917 3177917
4825745 4860756
2532314 2566606
4901597 4963211
4388738 4459968
5004129 5035798
3133118 3188655
6161976 6217533
2802975 2848224
6671372 6717037
4882984 4968980
8035161 8137406
2219369 2266277
2496717 2545339
7997636 8080646
7948004 8045433
6384829 6443367
2893024 2948176
4966003 5023569
3739267 3796485
5487924 5583665
3656397 3705213
6135269 6197766
2687236 2717324
3011014 3046424
5733696 5768224
3428820 3465850
2223680 2274944
6616368 6667683
6884912 6927079
3091595 3190834
7557659 7634536
2375532 2424731
5902731 5952287
4416159 4488579
2593031 2643847
3043043 3074020
4962899 5041956
3843870 3933250
6721691 6828445
3449503 3559707
4637566 4757209
2832123 2922186
5257447 5299473
3703738 3784198
6836519 6911166
7932776 7961804
2493988 2528263
4991476 5045299
6023649 6088878
2777294 2840944
2166896 2248204
4162448 4230830
5770539 5797736
6067266 6152073
3075125 3160455
5485741 5516078
3600799 3663784
4909437 4946710
7806471 7889791
6664116 6703314
3419114 3459109
7650112 7747156
2428803 2494784
5928697 6018928
6917987 6950552
2974610 3054826
6297683 6344417
7418506 7471883
2973276 3007565
3814386 3936349
2808773 2866091
4858068 4919060
5447335 5476616
2863949 2896657
6323006 6359990
3962770 3999272
3054352 3093060
6089487 6129357
2233687 2294935
7347569 7424110
2984189 3018862
8257304 8324577
2661985 2755091
6147943 6224280
4472158 4553788
6545609 6608226
2514486 2578149
3443173 3480747
5418592 5481710
2786769 2866756
5981213 6062364
3996254 4050411
2533440 2597871
6236171 6304360
2430388 2495497
5983333 6046918
4562132 4648170
4490243 4551813
2511682 2575717
6472760 6531464
3374129 3428491
3428731 3501414
3728517 3805752
4374584 4417221
5417143 5461894
2536226 2585021
4632281 4691148
3391110 3427126
6575514 6614117
2831252 2899293
3807285 3866784
8276543 8342305
6636203 6683224
3447313 3496112
5933719 5991465
3149499 3203304
5130580 5164559
5826171 5904432
5357536 5395621
3265406 3338132
6303533 6376248
2352470 2427442
5509503 5575173
3065744 3130096
6149176 6249702
3391911 3429347
6433503 6472480
4436442 4504782
6314337 6371039
3388965 3442360
6747406 6800750
6037112 6095116
2564057 2620845
7098227 7134432
3150334 3234444
3319464 3356729
7020675 7064648
6827797 6932491
4981660 5075557
6004954 6125690
2526296 2650417
3006195 3047234
3469751 3522028
6012065 6096892
2677471 2760637
5393812 5469048
3430117 3490557
4087153 4133383
2447744 2534670
6133005 6221088
3161075 3218038
5621465 5672545
2753198 2799802
8351061 8450513
5769328 5818611
3416351 3506862
6357161 6431123
2827075 2899642
4649618 4683179
4498610 4566763
7277462 7349906
6878832 6957041
4035592 4077695
5635844 5690246
6167541 6210709
3372827 3418034
2300920 2341907
6807733 6861319
6298833 6362470
2829302 2889466
5452781 5500382
2701525 2743082
6261429 6341911
3424522 3486972
5175719 5223315
6687223 6762830
5069102 5127306
4083159 4142524
7008880 7051646
3408571 3482210
2810222 2865356
2163024 2258945
5344063 5411705
2738355 2793626
6064325 6118424
8368685 8474765
6538277 6606956
6689766 6770864
3450599 3477131
6379588 6418889
2439373 2486545
6701403 6740436
2920129 2956659
2694105 2725001
7699181 7784237
6770434 6848002
5109232 5234915
4723831 4756282
8059437 8092255
5212304 5260375
5310954 5377620
2460109 2550671
5605094 5654667
2620719 2669381
4094220 4143533
5043434 5083359
6417096 6460616
5961255 6032728
2485865 2561556
2502781 2575381
5681203 5753127
3100114 3146824
6495125 6542404
3187910 3249570
6448582 6509683
5784754 5840093
5800892 5880804
2269284 2349994
6061065 6104739
3316809 3357644
2523756 2586027
3831630 3932917
6556748 6611226
3494583 3575269
2662328 2717452
2913686 2975799
6640881 6702231
6278036 6318714
5688166 5718982
2363021 2399892
6146824 6184075
2855531 2913533
5794780 5852724
3291213 3360745
6803047 6860808
3677356 3744679
4861444 4916508
5521149 5589646
5567908 5651544
4607098 4676726
5845738 5952018
2301336 2406874
3725091 3765466
3256151 3295242
8456374 8495862
3742764 3824911
3257120 3318554
6841539 6902885
8201150 8268861
5951741 6008321
2978889 3035628
6780258 6831520
2986797 3037164
6857161 6947446
7422306 7500206
2726837 2767581
6346128 6380449
3704602 3768853
2637583 2696060
8414014 8498104
2850239 2883652
5989962 6023378
7649617 7714745
5207615 5275803
3393056 3454090
4445607 4502115
6372518 6432158
6504054 6560399
4447635 4548728
8106280 8198857
6305136 6379621
3229889 3292594
2204292 2267280
6537967 6599088
5850940 5958292
5071287 5187339
6510224 6567673
6400903 6472899
2788824 2837336
6458853 6508182
5431186 5513486
3968325 4018790
3442322 3473979
5614504 5675972
2577962 2642625
2976539 3009511
6779607 6826125
2738776 2781594
3751005 3800663
3263372 3323819
5562255 5622610
5739252 5812144
4393125 4438345
6880865 6955352
2894157 2965525
6298701 6360646
2556958 2616716
7673910 7706121
7015211 7122308
2322193 2372191
6741848 6788544
2950835 2982508
3132182 3173668
5658180 5696912
2626523 2680380
6410961 6465855
5385609 5446486
5925606 5999826
2607797 2683047
2651030 2688435
6812542 6864746
2850585 2949072
7741748 7781468
4570791 4662175
6266147 6339324
2354220 2426714
3386768 3477399
6555725 6663465
6946425 7057985
5077725 5158068
6404296 6437788
3981683 4058700
8385659 8485741
3863610 3907726
6832068 6909528
2785053 2860543
2928566 2988997
6207003 6266272
6733295 6799059
2810504 2874271
1448763 1513763
6866541 6910504
2259033 2307456
3309215 3358237
6262358 6303113
7412155 7518098
2641849 2716910
3306336 3369346
6538734 6609614
7999264 8056541
7616924 7702417
1887729 1975579
3339956 3419184
6751735 6833419
2906086 2956830
6511890 6558769
3225521 3289181
6375261 6434025
3031057 3096377
3159839 3238121
5521717 5600794
3242308 3281760
7127967 7234454
5428661 5481884
2903819 2959676
2639928 2718673
6436573 6518326
6456342 6499550
3212705 3249193
6954428 7022676
7665583 7779819
5721997 5817361
2477582 2545005
7746915 7802055
4521559 4576067
3023392 3057256
5926178 5964328
2792095 2827573
3184748 3230119
6114523 6144733
3424765 3452459
6779204 6824807
3052804 3095568
5533950 5575778
3306787 3346537
6909136 6998755
6514671 6591305
5527010 5560492
4179028 4240185
5895105 5941005
2189901 2236197
4081305 4168030
2300837 2357680
5586647 5644660
2482210 2578753
3512729 3576936
5943360 6010003
3428779 3495086
2533239 2573051
4451152 4511041
6383500 6439956
3326383 3379940
2776112 2805693
8393625 8495240
3359573 3412683
5415759 5466827
6397195 6441988
6578675 6606461
2858574 2892636
3688632 3736773
2681712 2718427
6093129 6129787
4340136 4376387
5998727 6042624
7006965 7072460
5591129 5625881
2335159 2372229
6612930 6667101
2543729 2585649
5607684 5664497
2606271 2668922
5488366 5548042
3399975 3543093
2635056 2688062
6163159 6216604
3420417 3456411
6361742 6398002
2758640 2791018
2865158 2961719
5681007 5784150
3473318 3558943
3380244 3420552
6645770 6686070
5041993 5107945
5766411 5853189
2169043 2255935
5565765 5617785
7700868 7762638
4713913 4753950
8449358 8550610
2480277 2562980
5950996 6001620
6623869 6669568
3231852 3281380
2661971 2700171
6630894 6666781
3962901 4014050
8128199 8163431
2637082 2707075
6750536 6818367
5029580 5086638
3391530 3462949
5745102 5850488
2976558 3082611
3310652 3385176
5650514 5721099
4641751 4715546
4016535 4092639
7604289 7646538
3821054 3877127
3498090 3553690
3302658 3367265
8131296 8226641
6387900 6453997
7226536 7309593
3310893 3341912
6609897 6641792
7054862 7105190
4922112 5007213
6361395 6429877
3630479 3692409
5488681 5527445
2404054 2438040
6741784 6818025
6237630 6301837
6685074 6781554
3017965 3067964
6179250 6231431
2857794 2928108
5415652 5492189
7161417 7196019
6432965 6495130
2201196 2263308
3235003 3308335
5290827 5351135
2605913 2659014
2693271 2753788
6708291 6772212
6345372 6406940
3088575 3151838
2991278 3040481
6383819 6430807
3599997 3665916
4748632 4831794
8147452 8199506
4828763 4879530
6901094 6962779
7038669 7137582
3941197 4068943
2759920 2795622
6791578 6828629
2951001 3027798
3945643 3989094
7133500 7164751
6591077 6661911
6151279 6223645
3338622 3406095
6299665 6341135
3205696 3290733
7165613 7246376
3649215 3727324
7372971 7402610
6544650 6580933
5865468 5940043
3048466 3124568
7447265 7521798
2665919 2776517
4246275 4278443
3163345 3216151
5939080 5990816
3355528 3403225
2721871 2781020
5422493 5467732
3153509 3198697
5583481 5642242
2972945 3034402
3138538 3192212
4213022 4276779
6789919 6860017
2473558 2544442
5767592 5812064
2575867 2667740
3870716 3920409
3094983 3147776
8191882 8232037
7214353 7292260
2335040 2373687
6054975 6093546
2518216 2600230
6883394 6932925
5534710 5627207
2278911 2348842
3335857 3427222
2770550 2821953
6926572 6960217
2660846 2725323
5077281 5137451
2447474 2525889
6477893 6556374
5584151 5626019
4244890 4361803
4586623 4624559
