t_departure t_arrival
5325746 5396189
2467289 2549641
6975291 7028252
4513258 4634955
5416641 5456611
2346822 2384988
2928084 2970387
8337371 8414810
7284001 7414390
2213212 2299275
5781395 5877017
6594187 6632348
4745302 4792945
2581474 2615637
6476477 6509748
5406574 5446125
2917980 2952321
5698265 5732852
2805903 2837937
3295831 3343182
6877943 6937035
5173839 5241557
3653634 3784953
2280666 2378867
4147048 4250805
6269823 6329794
3363404 3404625
6062522 6105843
6141698 6190177
3161281 3203570
4452588 4541423
8029642 8112300
6035966 6079228
4710330 4764775
2402284 2470019
5517696 5584194
8268803 8299917
8301622 8358040
6603612 6658092
3660061 3752015
2982962 3027345
6071500 6117197
3804931 3883739
1185520 1261744
6106579 6208096
6430530 6496708
3206673 3273170
2856332 2937602
2720410 2754567
5916146 5955516
2688447 2732659
3950332 4027074
3108750 3149107
5982653 6030370
6840069 6902467
4783974 4816651
3642730 3675492
5021242 5113485
5825434 5895147
3760434 3808753
4732035 4835801
6336555 6374046
3502290 3578455
6093059 6137526
6942523 7041081
3849424 3883256
4731795 4823277
5693379 5743458
2364551 2448684
5794265 5875453
2230288 2269466
6635877 6704328
3318590 3387628
2431434 2561076
3869974 3923927
3072901 3134057
2358691 2402456
2256975 2283769
2885196 2939528
6399848 6447588
4766515 4896503
3941477 3956944
7172946 7220403
8378672 8470420
3478385 3506103
2738712 2801692
4359150 4460163
7501755 7566065
8494156 8556947
2177191 2221925
2265816 2341368
3938232 3987951
8542005 8584656
2881491 2952021
4902588 4991610
7766407 7813816
5216255 5265211
4024737 4085074
6744429 6813303
317507 415521
2983781 3020667
6571708 6608002
5736866 5770691
2741599 2776331
4058233 4117902
6799298 6838196
3065744 3105004
6186660 6264058
3136852 3216642
5440029 5483517
2668010 2711872
5945723 5999670
2225084 2281801
8285332 8334905
4366939 4441858
6116068 6165105
2188071 2228343
6981424 7017969
2624867 2656231
6521567 6561366
5917466 5983067
2998782 3062186
5355725 5453747
4684316 4728004
3452104 3522117
3358939 3436928
4070585 4110812
