t_departure t_arrival
7581585 7676982
2827262 2887838
3413534 3499749
2833277 2869041
5978005 6012105
5074937 5132395
7443686 7501506
2616308 2658909
3590000 3650726
5238013 5324004
7428561 7503307
6775621 6852611
7515024 7571086
2757820 2828405
3605636 3676084
2879826 2953203
5188225 5308834
6834758 6864345
3364261 3403104
6330002 6368039
5741302 5794726
2589220 2639620
3175458 3242560
4354714 4407554
2827719 2959815
6573927 6611532
3285937 3325777
6166305 6206131
4424292 4481177
5577514 5657184
2995358 3074032
6650375 6740698
3130533 3184034
6048506 6081130
8201776 8248331
5202105 5283468
2371730 2410971
3005536 3057318
4625919 4666693
3232635 3317317
2218770 2292002
6493085 6566961
5578894 5658517
6854485 6912963
3219660 3279712
6910594 6969813
4620355 4690274
3341656 3408516
3809030 3887635
3680050 3733630
3435956 3481400
3443082 3549803
6813347 6920405
6147011 6207038
8416762 8489110
3303291 3364967
6127740 6188106
2295642 2352063
6349997 6406522
5623540 5675294
6171943 6211633
2408290 2436360
7570961 7643010
2923078 2993775
6470836 6555257
3377803 3408740
6590678 6621449
8385357 8413946
6582028 6657904
5668021 5700742
2422769 2453166
5480837 5549470
6501872 6534162
6921979 6961014
2263049 2293210
5113718 5186855
3548287 3606557
2940240 2972621
6360195 6385673
7904543 7946967
5455948 5531747
2538068 2672478
6868796 6938643
2752370 2820104
3853323 3893984
4819115 4914451
4746206 4844478
8084777 8122374
2840397 2917715
2271857 2352681
2580052 2606414
3265416 3316866
6362359 6413449
2731739 2785564
6861071 6896998
6424252 6495154
3429993 3498657
2980746 3045242
5625363 5661485
7606779 7646679
4529739 4584874
2844368 2888406
6460436 6503991
6028108 6133576
3150744 3226219
6802710 6879641
4871410 4937041
5491301 5585568
3034918 3128272
3312141 3383783
5524743 5597050
4809961 4867361
7612408 7642914
6951226 7042544
4736862 4798791
7860878 7909965
5542568 5592098
3195519 3246365
2989576 3098942
4580490 4617467
4736300 4815626
5263531 5307597
6189485 6246432
2807367 2863770
3108417 3144548
5583906 5618017
5321182 5370930
4461578 4529427
4223100 4288270
4588421 4627697
6412510 6477454
5972202 6001776
2553047 2586679
3970847 4069066
3351265 3433848
6141478 6226657
4449625 4520883
3961922 4015918
5166421 5280249
5729633 5762294
2767164 2799726
7586103 7685049
2652502 2758024
2306132 2346781
5700803 5742383
4823332 4888527
3266028 3364590
7701915 7760010
1284201 1420891
3645478 3745003
2528437 2584034
6247758 6283903
3201114 3265949
6559781 6624300
6861244 6905288
2354462 2403092
2737013 2818029
6166854 6250216
6111064 6179908
2236362 2286273
6393485 6446236
4827605 4925248
5732780 5834735
2896582 2965933
6876181 6942818
6475297 6508177
2340130 2377774
2525214 2561918
6873186 6913762
7184324 7248287
6625162 6678646
3198292 3251312
2344456 2387203
5913289 5951415
3212321 3251926
2233310 2331815
2359545 2402993
6034569 6078128
4916874 4951385
3619509 3686416
2929502 2971537
5798388 5842342
6713450 6802731
2801548 2830801
3714069 3778823
8072271 8147600
5775949 5824959
3619824 3682784
3174359 3224912
5681362 5733374
3107640 3163260
2712564 2794515
6347304 6430916
6750732 6828467
7900149 7951060
7222351 7324776
7550072 7639769
4684397 4755017
3141163 3192305
6070572 6123595
3543760 3575884
4538331 4574087
2747876 2827346
6248837 6328027
2873062 2975643
2163761 2245445
4422274 4492066
8049160 8114274
2845009 2913510
6492803 6563176
7104913 7156109
6441311 6499152
7488634 7540829
3424771 3493754
6477133 6541860
3227943 3301182
5997301 6071920
2513773 2563629
6010173 6061274
2990626 3021245
6697327 6750733
3108568 3164223
3198588 3247911
3538407 3619643
7765560 7829467
5890181 5931412
4480667 4551010
7784425 7834038
2984323 3013833
6845022 6877702
2504770 2568503
6418349 6457573
4665556 4706538
6803405 6876604
5705672 5760125
3380140 3434248
6301191 6388515
5288938 5336874
3068786 3156609
5833083 5927149
6118712 6206334
6077147 6134337
5495135 5522708
3050383 3086700
7898306 7938363
2751162 2829135
5700985 5767374
2460059 2525091
5985451 6062422
2398353 2475410
2426887 2478340
2975343 3015577
6188269 6228662
3080623 3141475
6525938 6581087
3283874 3340020
2289332 2336427
2795548 2845148
5649574 5699941
7822037 7893949
2896699 2952902
5842735 5891168
3865628 3898556
8505293 8607769
3684843 3789552
6522688 6598292
2309655 2399232
6279463 6368966
7599969 7656530
4028798 4074597
6691804 6763985
7998794 8081972
8413537 8450017
6713762 6774821
4061958 4133489
8004348 8085813
5988436 6037290
6099996 6176356
6760203 6812733
3092105 3139254
6332322 6383390
6287509 6319390
2797877 2832119
3691000 3726928
5660070 5722023
3283433 3340327
8299244 8387827
6613838 6671010
5029353 5097079
8317436 8428013
3202923 3239257
6017710 6100328
6297320 6371788
4288592 4336375
6923869 6956877
7132773 7178425
1627138 1664098
6478040 6511424
2890671 2923034
3169331 3220787
5557257 5627603
3096635 3166527
4241787 4313089
5706293 5760146
2225418 2266537
6728428 6797490
2507217 2576498
5447090 5484224
2799066 2837357
4404053 4443786
2353724 2398189
5774336 5817313
3324281 3369577
4066244 4154869
3496700 3594364
2523047 2570660
